dataset	cell	class	biotype	reads
VASA published, mouse	258	single	ProcessedPseudogene	633
VASA published, mouse	258	single	snoRNA	515
VASA published, mouse	258	single	miRNA	310
VASA published, mouse	258	single	TranscribedUnprocessedPseudogene	229
VASA published, mouse	258	single	TranscribedProcessedPseudogene	157
VASA published, mouse	258	single	TranscribedUnitaryPseudogene	157
VASA published, mouse	258	single	UnprocessedPseudogene	131
VASA published, mouse	258	single	MiscRna	47
VASA published, mouse	258	single	PolymorphicPseudogene	42
VASA published, mouse	258	single	scaRNA	22
VASA published, mouse	258	single	snRNA	21
VASA published, mouse	258	single	UnitaryPseudogene	16
VASA published, mouse	258	single	tRNA	16
VASA published, mouse	258	single	MtTrna	11
VASA published, mouse	258	single	pseudogene	8
VASA published, mouse	258	single	rRNA	8
VASA published, mouse	258	single	MtRrna	6
VASA published, mouse	258	single	IgVGene	1
VASA published, mouse	260	multi	ProteinCoding	24737
VASA published, mouse	260	multi	ProcessedPseudogene	9075
VASA published, mouse	260	multi	MiscRna	5045
VASA published, mouse	260	multi	UnprocessedPseudogene	2433
VASA published, mouse	260	multi	lncRNA	2131
VASA published, mouse	260	multi	TranscribedProcessedPseudogene	1566
VASA published, mouse	260	multi	miRNA	1387
VASA published, mouse	260	multi	TranscribedUnprocessedPseudogene	509
VASA published, mouse	260	multi	snoRNA	452
VASA published, mouse	260	multi	snRNA	273
VASA published, mouse	260	multi	TEC	58
VASA published, mouse	260	multi	tRNA	20
VASA published, mouse	260	multi	ribozyme	19
VASA published, mouse	260	multi	TranscribedUnitaryPseudogene	17
VASA published, mouse	260	multi	pseudogene	14
VASA published, mouse	260	multi	PolymorphicPseudogene	6
VASA published, mouse	260	multi	rRNA	4
VASA published, mouse	260	multi	MtRrna	3
VASA published, mouse	260	multi	TrVGene	2
VASA published, mouse	260	multi	UnitaryPseudogene	2
VASA published, mouse	260	multi	MtTrna	1
VASA published, mouse	260	single	ProteinCoding	179599
VASA published, mouse	260	single	lncRNA	4678
VASA published, mouse	260	single	ribozyme	672
VASA published, mouse	260	single	ProcessedPseudogene	460
VASA published, mouse	260	single	TEC	412
VASA published, mouse	260	single	snoRNA	364
VASA published, mouse	260	single	miRNA	170
VASA published, mouse	260	single	TranscribedProcessedPseudogene	139
VASA published, mouse	260	single	TranscribedUnprocessedPseudogene	97
VASA published, mouse	260	single	UnprocessedPseudogene	92
VASA published, mouse	260	single	snRNA	89
VASA published, mouse	260	single	MiscRna	61
VASA published, mouse	260	single	TranscribedUnitaryPseudogene	52
VASA published, mouse	260	single	PolymorphicPseudogene	40
VASA published, mouse	260	single	scaRNA	36
VASA published, mouse	260	single	MtRrna	16
VASA published, mouse	260	single	tRNA	16
VASA published, mouse	260	single	UnitaryPseudogene	9
VASA published, mouse	260	single	rRNA	8
VASA published, mouse	260	single	MtTrna	2
VASA published, mouse	260	single	pseudogene	1
VASA published, mouse	262	multi	ProteinCoding	15751
VASA published, mouse	262	multi	ProcessedPseudogene	7236
VASA published, mouse	262	multi	UnprocessedPseudogene	1659
VASA published, mouse	262	multi	lncRNA	1429
VASA published, mouse	262	multi	TranscribedProcessedPseudogene	1180
VASA published, mouse	262	multi	MiscRna	826
VASA published, mouse	262	multi	miRNA	336
VASA published, mouse	262	multi	TranscribedUnprocessedPseudogene	321
VASA published, mouse	262	multi	snoRNA	143
VASA published, mouse	262	multi	snRNA	51
VASA published, mouse	262	multi	TEC	44
VASA published, mouse	262	multi	pseudogene	28
VASA published, mouse	262	multi	TranscribedUnitaryPseudogene	18
VASA published, mouse	262	multi	ribozyme	14
VASA published, mouse	262	multi	PolymorphicPseudogene	4
VASA published, mouse	262	multi	UnitaryPseudogene	3
VASA published, mouse	262	multi	MtTrna	2
VASA published, mouse	262	multi	rRNA	1
VASA published, mouse	262	multi	tRNA	1
VASA published, mouse	262	single	ProteinCoding	117194
VASA published, mouse	262	single	lncRNA	3942
VASA published, mouse	262	single	ProcessedPseudogene	399
VASA published, mouse	262	single	TEC	348
VASA published, mouse	262	single	ribozyme	235
VASA published, mouse	262	single	miRNA	162
VASA published, mouse	262	single	snoRNA	159
VASA published, mouse	262	single	TranscribedProcessedPseudogene	82
VASA published, mouse	262	single	TranscribedUnprocessedPseudogene	58
VASA published, mouse	262	single	TranscribedUnitaryPseudogene	47
VASA published, mouse	262	single	PolymorphicPseudogene	42
VASA published, mouse	262	single	MiscRna	25
VASA published, mouse	262	single	scaRNA	20
VASA published, mouse	262	single	UnprocessedPseudogene	19
VASA published, mouse	262	single	snRNA	17
VASA published, mouse	262	single	tRNA	9
VASA published, mouse	262	single	MtTrna	5
VASA published, mouse	262	single	pseudogene	4
VASA published, mouse	262	single	rRNA	4
VASA published, mouse	262	single	MtRrna	2
VASA published, mouse	263	multi	ProteinCoding	17230
VASA published, mouse	263	multi	ProcessedPseudogene	7392
VASA published, mouse	263	multi	MiscRna	1755
VASA published, mouse	263	multi	lncRNA	1600
VASA published, mouse	263	multi	UnprocessedPseudogene	1496
VASA published, mouse	263	multi	TranscribedProcessedPseudogene	1088
VASA published, mouse	263	multi	miRNA	707
VASA published, mouse	263	multi	TranscribedUnprocessedPseudogene	565
VASA published, mouse	263	multi	snoRNA	204
VASA published, mouse	263	multi	TEC	56
VASA published, mouse	263	multi	snRNA	47
VASA published, mouse	263	multi	TranscribedUnitaryPseudogene	29
VASA published, mouse	263	multi	ribozyme	21
VASA published, mouse	263	multi	pseudogene	20
VASA published, mouse	263	multi	tRNA	5
VASA published, mouse	263	multi	PolymorphicPseudogene	3
VASA published, mouse	263	multi	MtRrna	2
VASA published, mouse	263	multi	MtTrna	2
VASA published, mouse	263	multi	UnitaryPseudogene	2
VASA published, mouse	263	single	ProteinCoding	145100
VASA published, mouse	263	single	lncRNA	3127
VASA published, mouse	263	single	TEC	352
VASA published, mouse	263	single	ribozyme	344
VASA published, mouse	263	single	ProcessedPseudogene	341
VASA published, mouse	263	single	snoRNA	279
VASA published, mouse	263	single	miRNA	192
VASA published, mouse	263	single	TranscribedUnprocessedPseudogene	126
VASA published, mouse	263	single	TranscribedProcessedPseudogene	63
VASA published, mouse	263	single	TranscribedUnitaryPseudogene	59
VASA published, mouse	263	single	UnprocessedPseudogene	57
VASA published, mouse	263	single	PolymorphicPseudogene	47
VASA published, mouse	263	single	scaRNA	43
VASA published, mouse	263	single	MiscRna	35
VASA published, mouse	263	single	snRNA	16
VASA published, mouse	263	single	MtRrna	12
VASA published, mouse	263	single	MtTrna	5
VASA published, mouse	263	single	UnitaryPseudogene	4
VASA published, mouse	263	single	rRNA	2
VASA published, mouse	263	single	tRNA	2
VASA published, mouse	266	multi	ProteinCoding	76049
VASA published, mouse	266	multi	MiscRna	30832
VASA published, mouse	266	multi	ProcessedPseudogene	24178
VASA published, mouse	266	multi	lncRNA	5769
VASA published, mouse	266	multi	miRNA	4887
VASA published, mouse	266	multi	TranscribedProcessedPseudogene	3395
VASA published, mouse	266	multi	snoRNA	2691
VASA published, mouse	266	multi	UnprocessedPseudogene	2666
VASA published, mouse	266	multi	TranscribedUnprocessedPseudogene	1653
VASA published, mouse	266	multi	snRNA	1166
VASA published, mouse	266	multi	ribozyme	193
VASA published, mouse	266	multi	TEC	155
VASA published, mouse	266	multi	pseudogene	95
VASA published, mouse	266	multi	TranscribedUnitaryPseudogene	37
VASA published, mouse	266	multi	tRNA	27
VASA published, mouse	266	multi	MtTrna	11
VASA published, mouse	266	multi	PolymorphicPseudogene	6
VASA published, mouse	266	multi	UnitaryPseudogene	5
VASA published, mouse	266	multi	MtRrna	4
VASA published, mouse	266	multi	TrVGene	1
VASA published, mouse	266	single	ProteinCoding	522299
VASA published, mouse	266	single	lncRNA	20105
VASA published, mouse	266	single	ribozyme	5755
VASA published, mouse	266	single	snoRNA	2214
VASA published, mouse	266	single	TEC	1476
VASA published, mouse	266	single	ProcessedPseudogene	1461
VASA published, mouse	266	single	miRNA	488
VASA published, mouse	266	single	snRNA	456
VASA published, mouse	266	single	TranscribedUnprocessedPseudogene	389
VASA published, mouse	266	single	TranscribedProcessedPseudogene	357
VASA published, mouse	266	single	MiscRna	329
VASA published, mouse	266	single	UnprocessedPseudogene	215
VASA published, mouse	266	single	scaRNA	209
VASA published, mouse	266	single	TranscribedUnitaryPseudogene	91
VASA published, mouse	266	single	PolymorphicPseudogene	79
VASA published, mouse	266	single	MtTrna	31
VASA published, mouse	266	single	UnitaryPseudogene	30
VASA published, mouse	266	single	tRNA	20
VASA published, mouse	266	single	MtRrna	13
VASA published, mouse	266	single	pseudogene	8
VASA published, mouse	266	single	rRNA	6
VASA published, mouse	268	multi	ProteinCoding	19764
VASA published, mouse	268	multi	ProcessedPseudogene	9750
VASA published, mouse	268	multi	UnprocessedPseudogene	2201
VASA published, mouse	268	multi	lncRNA	2017
VASA published, mouse	268	multi	TranscribedProcessedPseudogene	1177
VASA published, mouse	268	multi	MiscRna	827
VASA published, mouse	268	multi	TranscribedUnprocessedPseudogene	599
VASA published, mouse	268	multi	miRNA	445
VASA published, mouse	268	multi	snoRNA	123
VASA published, mouse	268	multi	TEC	59
VASA published, mouse	268	multi	ribozyme	28
VASA published, mouse	268	multi	TranscribedUnitaryPseudogene	22
VASA published, mouse	268	multi	snRNA	22
VASA published, mouse	268	multi	pseudogene	16
VASA published, mouse	268	multi	tRNA	2
VASA published, mouse	268	multi	MtRrna	1
VASA published, mouse	268	multi	MtTrna	1
VASA published, mouse	268	multi	UnitaryPseudogene	1
VASA published, mouse	268	single	ProteinCoding	127357
VASA published, mouse	268	single	lncRNA	3944
VASA published, mouse	268	single	ProcessedPseudogene	422
VASA published, mouse	268	single	TEC	339
VASA published, mouse	268	single	snoRNA	242
VASA published, mouse	268	single	ribozyme	204
VASA published, mouse	268	single	miRNA	167
VASA published, mouse	268	single	TranscribedProcessedPseudogene	142
VASA published, mouse	268	single	TranscribedUnprocessedPseudogene	136
VASA published, mouse	268	single	TranscribedUnitaryPseudogene	73
VASA published, mouse	268	single	UnprocessedPseudogene	52
VASA published, mouse	268	single	PolymorphicPseudogene	26
VASA published, mouse	268	single	scaRNA	23
VASA published, mouse	268	single	MiscRna	19
VASA published, mouse	268	single	tRNA	14
VASA published, mouse	268	single	UnitaryPseudogene	10
VASA published, mouse	268	single	MtRrna	8
VASA published, mouse	268	single	snRNA	8
VASA published, mouse	268	single	IgVPseudogene	3
VASA published, mouse	268	single	MtTrna	1
VASA published, mouse	268	single	rRNA	1
VASA published, mouse	270	multi	ProteinCoding	25222
VASA published, mouse	270	multi	ProcessedPseudogene	11134
VASA published, mouse	270	multi	MiscRna	3812
VASA published, mouse	270	multi	UnprocessedPseudogene	2502
VASA published, mouse	270	multi	lncRNA	2414
VASA published, mouse	270	multi	TranscribedProcessedPseudogene	1564
VASA published, mouse	270	multi	miRNA	1005
VASA published, mouse	270	multi	TranscribedUnprocessedPseudogene	577
VASA published, mouse	270	multi	snoRNA	429
VASA published, mouse	270	multi	snRNA	167
VASA published, mouse	270	multi	ribozyme	76
VASA published, mouse	270	multi	TEC	49
VASA published, mouse	270	multi	TranscribedUnitaryPseudogene	47
VASA published, mouse	270	multi	pseudogene	14
VASA published, mouse	270	multi	MtTrna	7
VASA published, mouse	270	multi	PolymorphicPseudogene	6
VASA published, mouse	270	multi	tRNA	2
VASA published, mouse	270	multi	TrVGene	1
VASA published, mouse	270	multi	UnitaryPseudogene	1
VASA published, mouse	270	single	ProteinCoding	188567
VASA published, mouse	270	single	lncRNA	5637
VASA published, mouse	270	single	TEC	622
VASA published, mouse	270	single	ribozyme	599
VASA published, mouse	270	single	snoRNA	559
VASA published, mouse	270	single	ProcessedPseudogene	529
VASA published, mouse	270	single	miRNA	187
VASA published, mouse	270	single	TranscribedProcessedPseudogene	162
VASA published, mouse	270	single	TranscribedUnprocessedPseudogene	160
VASA published, mouse	270	single	UnprocessedPseudogene	82
VASA published, mouse	270	single	TranscribedUnitaryPseudogene	53
VASA published, mouse	270	single	snRNA	48
VASA published, mouse	270	single	MiscRna	45
VASA published, mouse	270	single	PolymorphicPseudogene	36
VASA published, mouse	270	single	scaRNA	32
VASA published, mouse	270	single	tRNA	26
VASA published, mouse	270	single	MtRrna	11
VASA published, mouse	270	single	MtTrna	4
VASA published, mouse	270	single	UnitaryPseudogene	2
VASA published, mouse	270	single	rRNA	2
VASA published, mouse	272	multi	ProteinCoding	21147
VASA published, mouse	272	multi	ProcessedPseudogene	8913
VASA published, mouse	272	multi	MiscRna	3115
VASA published, mouse	272	multi	lncRNA	2129
VASA published, mouse	272	multi	UnprocessedPseudogene	1864
VASA published, mouse	272	multi	TranscribedProcessedPseudogene	1266
VASA published, mouse	272	multi	miRNA	953
VASA published, mouse	272	multi	TranscribedUnprocessedPseudogene	585
VASA published, mouse	272	multi	snoRNA	344
VASA published, mouse	272	multi	snRNA	97
VASA published, mouse	272	multi	TEC	73
VASA published, mouse	272	multi	ribozyme	53
VASA published, mouse	272	multi	pseudogene	18
VASA published, mouse	272	multi	TranscribedUnitaryPseudogene	17
VASA published, mouse	272	multi	UnitaryPseudogene	4
VASA published, mouse	272	multi	MtTrna	3
VASA published, mouse	272	multi	rRNA	1
VASA published, mouse	272	single	ProteinCoding	176620
VASA published, mouse	272	single	lncRNA	5842
VASA published, mouse	272	single	ribozyme	586
VASA published, mouse	272	single	TEC	540
VASA published, mouse	272	single	ProcessedPseudogene	469
VASA published, mouse	272	single	snoRNA	337
VASA published, mouse	272	single	miRNA	185
VASA published, mouse	272	single	TranscribedUnprocessedPseudogene	139
VASA published, mouse	272	single	TranscribedProcessedPseudogene	114
VASA published, mouse	272	single	TranscribedUnitaryPseudogene	61
VASA published, mouse	272	single	UnprocessedPseudogene	50
VASA published, mouse	272	single	MiscRna	40
VASA published, mouse	272	single	scaRNA	28
VASA published, mouse	272	single	snRNA	18
VASA published, mouse	272	single	tRNA	14
VASA published, mouse	272	single	PolymorphicPseudogene	11
VASA published, mouse	272	single	MtTrna	9
VASA published, mouse	272	single	pseudogene	6
VASA published, mouse	272	single	MtRrna	3
VASA published, mouse	272	single	UnitaryPseudogene	3
VASA published, mouse	272	single	rRNA	3
VASA published, mouse	272	single	IgVGene	1
VASA published, mouse	274	multi	ProteinCoding	13764
VASA published, mouse	274	multi	ProcessedPseudogene	6372
VASA published, mouse	274	multi	MiscRna	1599
VASA published, mouse	274	multi	lncRNA	1521
VASA published, mouse	274	multi	UnprocessedPseudogene	1217
VASA published, mouse	274	multi	TranscribedProcessedPseudogene	896
VASA published, mouse	274	multi	miRNA	514
VASA published, mouse	274	multi	TranscribedUnprocessedPseudogene	248
VASA published, mouse	274	multi	snoRNA	215
VASA published, mouse	274	multi	snRNA	83
VASA published, mouse	274	multi	TEC	25
VASA published, mouse	274	multi	ribozyme	24
VASA published, mouse	274	multi	pseudogene	23
VASA published, mouse	274	multi	UnitaryPseudogene	11
VASA published, mouse	274	multi	TranscribedUnitaryPseudogene	10
VASA published, mouse	274	multi	tRNA	5
VASA published, mouse	274	multi	PolymorphicPseudogene	2
VASA published, mouse	274	single	ProteinCoding	103016
VASA published, mouse	274	single	lncRNA	3123
VASA published, mouse	274	single	ribozyme	424
VASA published, mouse	274	single	TEC	332
VASA published, mouse	274	single	ProcessedPseudogene	330
VASA published, mouse	274	single	snoRNA	237
VASA published, mouse	274	single	miRNA	144
VASA published, mouse	274	single	UnprocessedPseudogene	77
VASA published, mouse	274	single	TranscribedUnprocessedPseudogene	66
VASA published, mouse	274	single	TranscribedProcessedPseudogene	49
VASA published, mouse	274	single	scaRNA	36
VASA published, mouse	274	single	MiscRna	31
VASA published, mouse	274	single	snRNA	25
VASA published, mouse	274	single	TranscribedUnitaryPseudogene	8
VASA published, mouse	274	single	PolymorphicPseudogene	5
VASA published, mouse	274	single	tRNA	5
VASA published, mouse	274	single	pseudogene	4
VASA published, mouse	274	single	MtTrna	3
VASA published, mouse	274	single	UnitaryPseudogene	2
VASA published, mouse	274	single	MtRrna	1
VASA published, mouse	276	multi	ProteinCoding	46016
VASA published, mouse	276	multi	ProcessedPseudogene	16929
VASA published, mouse	276	multi	MiscRna	13129
VASA published, mouse	276	multi	lncRNA	4798
VASA published, mouse	276	multi	UnprocessedPseudogene	2930
VASA published, mouse	276	multi	miRNA	2711
VASA published, mouse	276	multi	TranscribedProcessedPseudogene	2324
VASA published, mouse	276	multi	TranscribedUnprocessedPseudogene	1216
VASA published, mouse	276	multi	snoRNA	1088
VASA published, mouse	276	multi	snRNA	501
VASA published, mouse	276	multi	ribozyme	103
VASA published, mouse	276	multi	TEC	98
VASA published, mouse	276	multi	pseudogene	29
VASA published, mouse	276	multi	TranscribedUnitaryPseudogene	25
VASA published, mouse	276	multi	tRNA	22
VASA published, mouse	276	multi	MtTrna	3
VASA published, mouse	276	multi	UnitaryPseudogene	3
VASA published, mouse	276	multi	MtRrna	1
VASA published, mouse	276	multi	PolymorphicPseudogene	1
VASA published, mouse	276	multi	rRNA	1
VASA published, mouse	276	single	ProteinCoding	390795
VASA published, mouse	276	single	lncRNA	15284
VASA published, mouse	276	single	ribozyme	2685
VASA published, mouse	276	single	snoRNA	1336
VASA published, mouse	276	single	TEC	1300
VASA published, mouse	276	single	ProcessedPseudogene	969
VASA published, mouse	276	single	miRNA	535
VASA published, mouse	276	single	TranscribedUnprocessedPseudogene	360
VASA published, mouse	276	single	MiscRna	261
VASA published, mouse	276	single	snRNA	188
VASA published, mouse	276	single	TranscribedProcessedPseudogene	178
VASA published, mouse	276	single	scaRNA	130
VASA published, mouse	276	single	UnprocessedPseudogene	110
VASA published, mouse	276	single	PolymorphicPseudogene	63
VASA published, mouse	276	single	TranscribedUnitaryPseudogene	58
VASA published, mouse	276	single	tRNA	25
VASA published, mouse	276	single	UnitaryPseudogene	21
VASA published, mouse	276	single	rRNA	11
VASA published, mouse	276	single	MtTrna	8
VASA published, mouse	276	single	MtRrna	7
VASA published, mouse	276	single	pseudogene	4
VASA published, mouse	278	multi	ProteinCoding	8758
VASA published, mouse	278	multi	ProcessedPseudogene	3887
VASA published, mouse	278	multi	UnprocessedPseudogene	926
VASA published, mouse	278	multi	lncRNA	833
VASA published, mouse	278	multi	MiscRna	550
VASA published, mouse	278	multi	TranscribedProcessedPseudogene	501
VASA published, mouse	278	multi	TranscribedUnprocessedPseudogene	291
VASA published, mouse	278	multi	miRNA	184
VASA published, mouse	278	multi	snoRNA	54
VASA published, mouse	278	multi	TEC	49
VASA published, mouse	278	multi	ribozyme	27
VASA published, mouse	278	multi	pseudogene	20
VASA published, mouse	278	multi	snRNA	19
VASA published, mouse	278	multi	MtTrna	6
VASA published, mouse	278	multi	PolymorphicPseudogene	2
VASA published, mouse	278	multi	UnitaryPseudogene	2
VASA published, mouse	278	multi	tRNA	2
VASA published, mouse	278	multi	TranscribedUnitaryPseudogene	1
VASA published, mouse	278	multi	rRNA	1
VASA published, mouse	278	multi	scaRNA	1
VASA published, mouse	278	single	ProteinCoding	64012
VASA published, mouse	278	single	lncRNA	2100
VASA published, mouse	278	single	ProcessedPseudogene	210
VASA published, mouse	278	single	TEC	182
VASA published, mouse	278	single	snoRNA	158
VASA published, mouse	278	single	ribozyme	145
VASA published, mouse	278	single	miRNA	76
VASA published, mouse	278	single	TranscribedProcessedPseudogene	67
VASA published, mouse	278	single	TranscribedUnprocessedPseudogene	43
VASA published, mouse	278	single	TranscribedUnitaryPseudogene	41
VASA published, mouse	278	single	UnprocessedPseudogene	28
VASA published, mouse	278	single	PolymorphicPseudogene	24
VASA published, mouse	278	single	scaRNA	19
VASA published, mouse	278	single	snRNA	10
VASA published, mouse	278	single	MiscRna	8
VASA published, mouse	278	single	MtRrna	5
VASA published, mouse	278	single	tRNA	3
VASA published, mouse	278	single	UnitaryPseudogene	2
VASA published, mouse	278	single	MtTrna	1
VASA published, mouse	280	multi	ProteinCoding	2028
VASA published, mouse	280	multi	ProcessedPseudogene	640
VASA published, mouse	280	multi	UnprocessedPseudogene	307
VASA published, mouse	280	multi	lncRNA	173
VASA published, mouse	280	multi	MiscRna	118
VASA published, mouse	280	multi	TranscribedProcessedPseudogene	79
VASA published, mouse	280	multi	TranscribedUnprocessedPseudogene	65
VASA published, mouse	280	multi	miRNA	60
VASA published, mouse	280	multi	snoRNA	10
VASA published, mouse	280	multi	ribozyme	7
VASA published, mouse	280	multi	TEC	6
VASA published, mouse	280	multi	TranscribedUnitaryPseudogene	2
VASA published, mouse	280	multi	UnitaryPseudogene	1
VASA published, mouse	280	multi	snRNA	1
VASA published, mouse	280	multi	tRNA	1
VASA published, mouse	280	single	ProteinCoding	15852
VASA published, mouse	280	single	lncRNA	680
VASA published, mouse	280	single	TEC	50
VASA published, mouse	280	single	snoRNA	38
VASA published, mouse	280	single	ribozyme	30
VASA published, mouse	280	single	miRNA	28
VASA published, mouse	280	single	ProcessedPseudogene	24
VASA published, mouse	280	single	TranscribedUnprocessedPseudogene	12
VASA published, mouse	280	single	TranscribedProcessedPseudogene	11
VASA published, mouse	280	single	MiscRna	5
VASA published, mouse	280	single	PolymorphicPseudogene	5
VASA published, mouse	280	single	MtTrna	4
VASA published, mouse	280	single	UnitaryPseudogene	3
VASA published, mouse	280	single	UnprocessedPseudogene	2
VASA published, mouse	280	single	scaRNA	2
VASA published, mouse	280	single	snRNA	2
VASA published, mouse	282	multi	ProteinCoding	32191
VASA published, mouse	282	multi	ProcessedPseudogene	14726
VASA published, mouse	282	multi	MiscRna	3611
VASA published, mouse	282	multi	lncRNA	3576
VASA published, mouse	282	multi	UnprocessedPseudogene	2711
VASA published, mouse	282	multi	TranscribedProcessedPseudogene	1971
VASA published, mouse	282	multi	miRNA	1172
VASA published, mouse	282	multi	TranscribedUnprocessedPseudogene	1169
VASA published, mouse	282	multi	snoRNA	653
VASA published, mouse	282	multi	snRNA	140
VASA published, mouse	282	multi	ribozyme	82
VASA published, mouse	282	multi	TEC	63
VASA published, mouse	282	multi	pseudogene	46
VASA published, mouse	282	multi	TranscribedUnitaryPseudogene	38
VASA published, mouse	282	multi	PolymorphicPseudogene	10
VASA published, mouse	282	multi	tRNA	8
VASA published, mouse	282	multi	UnitaryPseudogene	4
VASA published, mouse	282	multi	IgVPseudogene	1
VASA published, mouse	282	multi	MtRrna	1
VASA published, mouse	282	single	ProteinCoding	299544
VASA published, mouse	282	single	lncRNA	10849
VASA published, mouse	282	single	ribozyme	1080
VASA published, mouse	282	single	TEC	875
VASA published, mouse	282	single	ProcessedPseudogene	793
VASA published, mouse	282	single	snoRNA	689
VASA published, mouse	282	single	miRNA	458
VASA published, mouse	282	single	TranscribedUnprocessedPseudogene	218
VASA published, mouse	282	single	TranscribedProcessedPseudogene	188
VASA published, mouse	282	single	MiscRna	152
VASA published, mouse	282	single	UnprocessedPseudogene	128
VASA published, mouse	282	single	TranscribedUnitaryPseudogene	69
VASA published, mouse	282	single	PolymorphicPseudogene	59
VASA published, mouse	282	single	scaRNA	56
VASA published, mouse	282	single	snRNA	52
VASA published, mouse	282	single	UnitaryPseudogene	40
VASA published, mouse	282	single	rRNA	18
VASA published, mouse	282	single	tRNA	13
VASA published, mouse	282	single	pseudogene	9
VASA published, mouse	282	single	MtRrna	8
VASA published, mouse	282	single	MtTrna	7
VASA published, mouse	284	multi	ProteinCoding	21558
VASA published, mouse	284	multi	ProcessedPseudogene	9329
VASA published, mouse	284	multi	UnprocessedPseudogene	2338
VASA published, mouse	284	multi	lncRNA	1844
VASA published, mouse	284	multi	MiscRna	1446
VASA published, mouse	284	multi	TranscribedProcessedPseudogene	1322
VASA published, mouse	284	multi	miRNA	589
VASA published, mouse	284	multi	TranscribedUnprocessedPseudogene	519
VASA published, mouse	284	multi	snoRNA	267
VASA published, mouse	284	multi	pseudogene	63
VASA published, mouse	284	multi	TranscribedUnitaryPseudogene	53
VASA published, mouse	284	multi	TEC	48
VASA published, mouse	284	multi	ribozyme	43
VASA published, mouse	284	multi	snRNA	29
VASA published, mouse	284	multi	UnitaryPseudogene	7
VASA published, mouse	284	multi	MtTrna	6
VASA published, mouse	284	multi	tRNA	4
VASA published, mouse	284	multi	MtRrna	1
VASA published, mouse	284	multi	PolymorphicPseudogene	1
VASA published, mouse	284	multi	TrVGene	1
VASA published, mouse	284	single	ProteinCoding	165644
VASA published, mouse	284	single	lncRNA	6076
VASA published, mouse	284	single	TEC	531
VASA published, mouse	284	single	ProcessedPseudogene	460
VASA published, mouse	284	single	ribozyme	386
VASA published, mouse	284	single	miRNA	266
VASA published, mouse	284	single	snoRNA	250
VASA published, mouse	284	single	TranscribedUnprocessedPseudogene	139
VASA published, mouse	284	single	TranscribedProcessedPseudogene	117
VASA published, mouse	284	single	TranscribedUnitaryPseudogene	67
VASA published, mouse	284	single	UnprocessedPseudogene	62
VASA published, mouse	284	single	PolymorphicPseudogene	60
VASA published, mouse	284	single	MiscRna	35
VASA published, mouse	284	single	snRNA	21
VASA published, mouse	284	single	scaRNA	18
VASA published, mouse	284	single	UnitaryPseudogene	9
VASA published, mouse	284	single	tRNA	9
VASA published, mouse	284	single	MtTrna	5
VASA published, mouse	284	single	rRNA	3
VASA published, mouse	284	single	TrVPseudogene	2
VASA published, mouse	284	single	pseudogene	2
VASA published, mouse	284	single	MtRrna	1
VASA published, mouse	286	multi	ProteinCoding	30005
VASA published, mouse	286	multi	ProcessedPseudogene	12973
VASA published, mouse	286	multi	UnprocessedPseudogene	3891
VASA published, mouse	286	multi	lncRNA	2901
VASA published, mouse	286	multi	MiscRna	2182
VASA published, mouse	286	multi	TranscribedProcessedPseudogene	1952
VASA published, mouse	286	multi	TranscribedUnprocessedPseudogene	940
VASA published, mouse	286	multi	miRNA	897
VASA published, mouse	286	multi	snoRNA	366
VASA published, mouse	286	multi	TEC	113
VASA published, mouse	286	multi	snRNA	101
VASA published, mouse	286	multi	TranscribedUnitaryPseudogene	43
VASA published, mouse	286	multi	pseudogene	33
VASA published, mouse	286	multi	ribozyme	24
VASA published, mouse	286	multi	PolymorphicPseudogene	13
VASA published, mouse	286	multi	MtTrna	9
VASA published, mouse	286	multi	UnitaryPseudogene	4
VASA published, mouse	286	multi	tRNA	4
VASA published, mouse	286	multi	MtRrna	2
VASA published, mouse	286	multi	scaRNA	1
VASA published, mouse	286	single	ProteinCoding	219507
VASA published, mouse	286	single	lncRNA	6369
VASA published, mouse	286	single	TEC	698
VASA published, mouse	286	single	ProcessedPseudogene	640
VASA published, mouse	286	single	ribozyme	518
VASA published, mouse	286	single	miRNA	413
VASA published, mouse	286	single	snoRNA	372
VASA published, mouse	286	single	TranscribedUnitaryPseudogene	276
VASA published, mouse	286	single	TranscribedUnprocessedPseudogene	177
VASA published, mouse	286	single	TranscribedProcessedPseudogene	152
VASA published, mouse	286	single	UnprocessedPseudogene	128
VASA published, mouse	286	single	MiscRna	75
VASA published, mouse	286	single	snRNA	59
VASA published, mouse	286	single	scaRNA	38
VASA published, mouse	286	single	PolymorphicPseudogene	30
VASA published, mouse	286	single	MtTrna	26
VASA published, mouse	286	single	tRNA	17
VASA published, mouse	286	single	MtRrna	14
VASA published, mouse	286	single	pseudogene	5
VASA published, mouse	286	single	rRNA	5
VASA published, mouse	286	single	UnitaryPseudogene	2
VASA published, mouse	287	multi	ProteinCoding	62388
VASA published, mouse	287	multi	ProcessedPseudogene	29630
VASA published, mouse	287	multi	UnprocessedPseudogene	7160
VASA published, mouse	287	multi	lncRNA	5995
VASA published, mouse	287	multi	TranscribedProcessedPseudogene	4102
VASA published, mouse	287	multi	MiscRna	4080
VASA published, mouse	287	multi	TranscribedUnprocessedPseudogene	2082
VASA published, mouse	287	multi	miRNA	1584
VASA published, mouse	287	multi	snoRNA	765
VASA published, mouse	287	multi	TEC	292
VASA published, mouse	287	multi	snRNA	215
VASA published, mouse	287	multi	ribozyme	125
