dataset	class	length	biotype	reads	reads_at_length
FLASH-seq	single	92	MtTrna	139	573512
FLASH-seq	single	92	ProcessedPseudogene	2321	573512
FLASH-seq	single	92	ProteinCoding	562167	573512
FLASH-seq	single	92	TEC	2437	573512
FLASH-seq	single	92	TranscribedProcessedPseudogene	1265	573512
FLASH-seq	single	92	TranscribedUnitaryPseudogene	80	573512
FLASH-seq	single	92	TranscribedUnprocessedPseudogene	269	573512
FLASH-seq	single	92	UnitaryPseudogene	41	573512
FLASH-seq	single	92	UnprocessedPseudogene	14	573512
FLASH-seq	single	92	lncRNA	79663	573512
FLASH-seq	single	92	miRNA	2061	573512
FLASH-seq	single	92	rRNA	1	573512
FLASH-seq	single	92	ribozyme	7	573512
FLASH-seq	single	92	scaRNA	17	573512
FLASH-seq	single	92	snRNA	13	573512
FLASH-seq	single	92	snoRNA	255	573512
FLASH-seq	single	92	tRNA	18	573512
FLASH-seq	single	93	IgVGene	1	575533
FLASH-seq	single	93	MiscRna	66	575533
FLASH-seq	single	93	MtRrna	12	575533
FLASH-seq	single	93	MtTrna	123	575533
FLASH-seq	single	93	ProcessedPseudogene	2568	575533
FLASH-seq	single	93	ProteinCoding	563030	575533
FLASH-seq	single	93	TEC	3477	575533
FLASH-seq	single	93	TranscribedProcessedPseudogene	1131	575533
FLASH-seq	single	93	TranscribedUnitaryPseudogene	70	575533
FLASH-seq	single	93	TranscribedUnprocessedPseudogene	393	575533
FLASH-seq	single	93	UnitaryPseudogene	45	575533
FLASH-seq	single	93	UnprocessedPseudogene	38	575533
FLASH-seq	single	93	lncRNA	78872	575533
FLASH-seq	single	93	miRNA	2061	575533
FLASH-seq	single	93	ribozyme	12	575533
FLASH-seq	single	93	scaRNA	10	575533
FLASH-seq	single	93	snRNA	28	575533
FLASH-seq	single	93	snoRNA	237	575533
FLASH-seq	single	93	tRNA	38	575533
FLASH-seq	single	94	IgCGene	1	565977
FLASH-seq	single	94	MiscRna	106	565977
FLASH-seq	single	94	MtRrna	8	565977
FLASH-seq	single	94	MtTrna	84	565977
FLASH-seq	single	94	ProcessedPseudogene	2318	565977
FLASH-seq	single	94	ProteinCoding	554669	565977
FLASH-seq	single	94	TEC	2295	565977
FLASH-seq	single	94	TranscribedProcessedPseudogene	1362	565977
FLASH-seq	single	94	TranscribedUnitaryPseudogene	87	565977
FLASH-seq	single	94	TranscribedUnprocessedPseudogene	308	565977
FLASH-seq	single	94	UnitaryPseudogene	29	565977
FLASH-seq	single	94	UnprocessedPseudogene	39	565977
FLASH-seq	single	94	lncRNA	80062	565977
FLASH-seq	single	94	miRNA	2516	565977
FLASH-seq	single	94	ribozyme	15	565977
FLASH-seq	single	94	scaRNA	3	565977
FLASH-seq	single	94	snRNA	6	565977
FLASH-seq	single	94	snoRNA	273	565977
FLASH-seq	single	94	tRNA	11	565977
FLASH-seq	single	95	IgVGene	2	561900
FLASH-seq	single	95	MiscRna	47	561900
FLASH-seq	single	95	MtRrna	49	561900
FLASH-seq	single	95	MtTrna	138	561900
FLASH-seq	single	95	ProcessedPseudogene	2376	561900
FLASH-seq	single	95	ProteinCoding	550341	561900
FLASH-seq	single	95	TEC	1971	561900
FLASH-seq	single	95	TranscribedProcessedPseudogene	1020	561900
FLASH-seq	single	95	TranscribedUnitaryPseudogene	71	561900
FLASH-seq	single	95	TranscribedUnprocessedPseudogene	302	561900
FLASH-seq	single	95	UnitaryPseudogene	43	561900
FLASH-seq	single	95	UnprocessedPseudogene	32	561900
FLASH-seq	single	95	lncRNA	79791	561900
FLASH-seq	single	95	miRNA	2293	561900
FLASH-seq	single	95	rRNA	2	561900
FLASH-seq	single	95	ribozyme	10	561900
FLASH-seq	single	95	scaRNA	6	561900
FLASH-seq	single	95	snRNA	20	561900
FLASH-seq	single	95	snoRNA	240	561900
FLASH-seq	single	95	tRNA	18	561900
FLASH-seq	single	96	IgVGene	2	557939
FLASH-seq	single	96	MiscRna	95	557939
FLASH-seq	single	96	MtRrna	16	557939
FLASH-seq	single	96	MtTrna	117	557939
FLASH-seq	single	96	ProcessedPseudogene	2193	557939
FLASH-seq	single	96	ProteinCoding	546773	557939
FLASH-seq	single	96	TEC	2298	557939
FLASH-seq	single	96	TranscribedProcessedPseudogene	1215	557939
FLASH-seq	single	96	TranscribedUnitaryPseudogene	67	557939
FLASH-seq	single	96	TranscribedUnprocessedPseudogene	304	557939
FLASH-seq	single	96	UnitaryPseudogene	21	557939
FLASH-seq	single	96	UnprocessedPseudogene	63	557939
FLASH-seq	single	96	lncRNA	77672	557939
FLASH-seq	single	96	miRNA	2758	557939
FLASH-seq	single	96	rRNA	1	557939
FLASH-seq	single	96	ribozyme	9	557939
FLASH-seq	single	96	scaRNA	8	557939
FLASH-seq	single	96	snRNA	18	557939
FLASH-seq	single	96	snoRNA	241	557939
FLASH-seq	single	96	tRNA	39	557939
FLASH-seq	single	97	IgVGene	1	562512
FLASH-seq	single	97	MiscRna	88	562512
FLASH-seq	single	97	MtRrna	76	562512
FLASH-seq	single	97	MtTrna	95	562512
FLASH-seq	single	97	ProcessedPseudogene	2295	562512
FLASH-seq	single	97	ProteinCoding	550858	562512
FLASH-seq	single	97	TEC	2137	562512
FLASH-seq	single	97	TranscribedProcessedPseudogene	1177	562512
FLASH-seq	single	97	TranscribedUnitaryPseudogene	59	562512
FLASH-seq	single	97	TranscribedUnprocessedPseudogene	279	562512
FLASH-seq	single	97	UnitaryPseudogene	52	562512
FLASH-seq	single	97	UnprocessedPseudogene	40	562512
FLASH-seq	single	97	lncRNA	79471	562512
FLASH-seq	single	97	miRNA	1707	562512
FLASH-seq	single	97	rRNA	1	562512
FLASH-seq	single	97	ribozyme	21	562512
FLASH-seq	single	97	scaRNA	9	562512
FLASH-seq	single	97	snRNA	39	562512
FLASH-seq	single	97	snoRNA	270	562512
FLASH-seq	single	97	tRNA	29	562512
FLASH-seq	single	98	MiscRna	73	580569
FLASH-seq	single	98	MtRrna	1	580569
FLASH-seq	single	98	MtTrna	79	580569
FLASH-seq	single	98	ProcessedPseudogene	2695	580569
FLASH-seq	single	98	ProteinCoding	567730	580569
FLASH-seq	single	98	TEC	2975	580569
FLASH-seq	single	98	TrCGene	3	580569
FLASH-seq	single	98	TrVGene	4	580569
FLASH-seq	single	98	TranscribedProcessedPseudogene	1439	580569
FLASH-seq	single	98	TranscribedUnitaryPseudogene	67	580569
FLASH-seq	single	98	TranscribedUnprocessedPseudogene	362	580569
FLASH-seq	single	98	UnitaryPseudogene	44	580569
FLASH-seq	single	98	UnprocessedPseudogene	71	580569
FLASH-seq	single	98	lncRNA	82076	580569
FLASH-seq	single	98	miRNA	1946	580569
FLASH-seq	single	98	ribozyme	8	580569
FLASH-seq	single	98	sRNA	7	580569
FLASH-seq	single	98	scaRNA	4	580569
FLASH-seq	single	98	snRNA	19	580569
FLASH-seq	single	98	snoRNA	225	580569
FLASH-seq	single	98	tRNA	45	580569
FLASH-seq	single	99	MiscRna	94	590874
FLASH-seq	single	99	MtTrna	76	590874
FLASH-seq	single	99	ProcessedPseudogene	2714	590874
FLASH-seq	single	99	ProteinCoding	578552	590874
FLASH-seq	single	99	TEC	2266	590874
FLASH-seq	single	99	TranscribedProcessedPseudogene	1491	590874
FLASH-seq	single	99	TranscribedUnitaryPseudogene	81	590874
FLASH-seq	single	99	TranscribedUnprocessedPseudogene	321	590874
FLASH-seq	single	99	UnitaryPseudogene	26	590874
FLASH-seq	single	99	UnprocessedPseudogene	45	590874
FLASH-seq	single	99	lncRNA	80919	590874
FLASH-seq	single	99	miRNA	2220	590874
FLASH-seq	single	99	ribozyme	10	590874
FLASH-seq	single	99	scaRNA	2	590874
FLASH-seq	single	99	snRNA	26	590874
FLASH-seq	single	99	snoRNA	255	590874
FLASH-seq	single	99	tRNA	39	590874
FLASH-seq	single	100	IgVGene	1	599570
FLASH-seq	single	100	MiscRna	61	599570
FLASH-seq	single	100	MtRrna	22	599570
FLASH-seq	single	100	MtTrna	120	599570
FLASH-seq	single	100	ProcessedPseudogene	2298	599570
FLASH-seq	single	100	ProteinCoding	587840	599570
FLASH-seq	single	100	TEC	2395	599570
FLASH-seq	single	100	TrVGene	1	599570
FLASH-seq	single	100	TranscribedProcessedPseudogene	1247	599570
FLASH-seq	single	100	TranscribedUnitaryPseudogene	85	599570
FLASH-seq	single	100	TranscribedUnprocessedPseudogene	380	599570
FLASH-seq	single	100	UnitaryPseudogene	21	599570
FLASH-seq	single	100	UnprocessedPseudogene	68	599570
FLASH-seq	single	100	lncRNA	84635	599570
FLASH-seq	single	100	miRNA	3727	599570
FLASH-seq	single	100	ribozyme	23	599570
FLASH-seq	single	100	sRNA	3	599570
FLASH-seq	single	100	scaRNA	9	599570
FLASH-seq	single	100	snRNA	30	599570
FLASH-seq	single	100	snoRNA	240	599570
FLASH-seq	single	100	tRNA	42	599570
FLASH-seq	single	101	IgVGene	3	603816
FLASH-seq	single	101	MiscRna	72	603816
FLASH-seq	single	101	MtRrna	24	603816
FLASH-seq	single	101	MtTrna	108	603816
FLASH-seq	single	101	ProcessedPseudogene	2198	603816
FLASH-seq	single	101	ProteinCoding	591589	603816
FLASH-seq	single	101	TEC	2492	603816
FLASH-seq	single	101	TranscribedProcessedPseudogene	1234	603816
FLASH-seq	single	101	TranscribedUnitaryPseudogene	77	603816
FLASH-seq	single	101	TranscribedUnprocessedPseudogene	339	603816
FLASH-seq	single	101	UnitaryPseudogene	44	603816
FLASH-seq	single	101	UnprocessedPseudogene	37	603816
FLASH-seq	single	101	lncRNA	83695	603816
FLASH-seq	single	101	miRNA	3517	603816
FLASH-seq	single	101	ribozyme	13	603816
FLASH-seq	single	101	scaRNA	13	603816
FLASH-seq	single	101	snRNA	16	603816
FLASH-seq	single	101	snoRNA	163	603816
FLASH-seq	single	101	tRNA	30	603816
FLASH-seq	single	102	MiscRna	142	610008
FLASH-seq	single	102	MtRrna	7	610008
FLASH-seq	single	102	MtTrna	138	610008
FLASH-seq	single	102	ProcessedPseudogene	2245	610008
FLASH-seq	single	102	ProteinCoding	597747	610008
FLASH-seq	single	102	TEC	2325	610008
FLASH-seq	single	102	TranscribedProcessedPseudogene	1088	610008
FLASH-seq	single	102	TranscribedUnitaryPseudogene	72	610008
FLASH-seq	single	102	TranscribedUnprocessedPseudogene	333	610008
FLASH-seq	single	102	UnitaryPseudogene	33	610008
FLASH-seq	single	102	UnprocessedPseudogene	69	610008
FLASH-seq	single	102	lncRNA	86543	610008
FLASH-seq	single	102	miRNA	2034	610008
FLASH-seq	single	102	ribozyme	21	610008
FLASH-seq	single	102	scaRNA	4	610008
FLASH-seq	single	102	snRNA	10	610008
FLASH-seq	single	102	snoRNA	220	610008
FLASH-seq	single	102	tRNA	58	610008
FLASH-seq	single	103	IgVGene	2	593925
FLASH-seq	single	103	MiscRna	51	593925
FLASH-seq	single	103	MtRrna	29	593925
FLASH-seq	single	103	MtTrna	121	593925
FLASH-seq	single	103	ProcessedPseudogene	2284	593925
FLASH-seq	single	103	ProteinCoding	581189	593925
FLASH-seq	single	103	TEC	2944	593925
FLASH-seq	single	103	TranscribedProcessedPseudogene	1184	593925
FLASH-seq	single	103	TranscribedUnitaryPseudogene	81	593925
FLASH-seq	single	103	TranscribedUnprocessedPseudogene	340	593925
FLASH-seq	single	103	UnitaryPseudogene	36	593925
FLASH-seq	single	103	UnprocessedPseudogene	62	593925
FLASH-seq	single	103	lncRNA	83529	593925
FLASH-seq	single	103	miRNA	1974	593925
FLASH-seq	single	103	ribozyme	7	593925
FLASH-seq	single	103	scaRNA	7	593925
FLASH-seq	single	103	snRNA	35	593925
FLASH-seq	single	103	snoRNA	244	593925
FLASH-seq	single	103	tRNA	58	593925
FLASH-seq	single	104	MiscRna	57	597828
FLASH-seq	single	104	MtRrna	34	597828
FLASH-seq	single	104	MtTrna	156	597828
FLASH-seq	single	104	ProcessedPseudogene	2232	597828
FLASH-seq	single	104	ProteinCoding	585211	597828
FLASH-seq	single	104	TEC	2471	597828
FLASH-seq	single	104	TranscribedProcessedPseudogene	1018	597828
FLASH-seq	single	104	TranscribedUnitaryPseudogene	63	597828
FLASH-seq	single	104	TranscribedUnprocessedPseudogene	421	597828
FLASH-seq	single	104	UnitaryPseudogene	31	597828
FLASH-seq	single	104	UnprocessedPseudogene	55	597828
FLASH-seq	single	104	lncRNA	85264	597828
FLASH-seq	single	104	miRNA	2663	597828
FLASH-seq	single	104	ribozyme	7	597828
FLASH-seq	single	104	scaRNA	6	597828
FLASH-seq	single	104	snRNA	23	597828
FLASH-seq	single	104	snoRNA	209	597828
FLASH-seq	single	104	tRNA	40	597828
FLASH-seq	single	105	MiscRna	50	585060
FLASH-seq	single	105	MtRrna	39	585060
FLASH-seq	single	105	MtTrna	110	585060
FLASH-seq	single	105	ProcessedPseudogene	2359	585060
FLASH-seq	single	105	ProteinCoding	572540	585060
FLASH-seq	single	105	TEC	3031	585060
FLASH-seq	single	105	TranscribedProcessedPseudogene	1064	585060
FLASH-seq	single	105	TranscribedUnitaryPseudogene	73	585060
FLASH-seq	single	105	TranscribedUnprocessedPseudogene	393	585060
FLASH-seq	single	105	UnitaryPseudogene	31	585060
FLASH-seq	single	105	UnprocessedPseudogene	43	585060
FLASH-seq	single	105	lncRNA	82895	585060
FLASH-seq	single	105	miRNA	2123	585060
FLASH-seq	single	105	rRNA	5	585060
FLASH-seq	single	105	ribozyme	13	585060
FLASH-seq	single	105	scaRNA	8	585060
FLASH-seq	single	105	snRNA	22	585060
FLASH-seq	single	105	snoRNA	228	585060
FLASH-seq	single	105	tRNA	41	585060
FLASH-seq	single	106	IgVGene	4	592121
FLASH-seq	single	106	MiscRna	50	592121
FLASH-seq	single	106	MtRrna	7	592121
FLASH-seq	single	106	MtTrna	150	592121
FLASH-seq	single	106	ProcessedPseudogene	2319	592121
FLASH-seq	single	106	ProteinCoding	579085	592121
FLASH-seq	single	106	TEC	3225	592121
FLASH-seq	single	106	TranscribedProcessedPseudogene	1283	592121
FLASH-seq	single	106	TranscribedUnitaryPseudogene	73	592121
FLASH-seq	single	106	TranscribedUnprocessedPseudogene	373	592121
FLASH-seq	single	106	UnitaryPseudogene	27	592121
FLASH-seq	single	106	UnprocessedPseudogene	53	592121
FLASH-seq	single	106	lncRNA	84440	592121
FLASH-seq	single	106	miRNA	2391	592121
FLASH-seq	single	106	rRNA	1	592121
FLASH-seq	single	106	ribozyme	18	592121
FLASH-seq	single	106	scaRNA	3	592121
FLASH-seq	single	106	snRNA	15	592121
FLASH-seq	single	106	snoRNA	187	592121
FLASH-seq	single	106	tRNA	59	592121
FLASH-seq	single	107	MiscRna	73	583313
FLASH-seq	single	107	MtRrna	9	583313
FLASH-seq	single	107	MtTrna	203	583313
FLASH-seq	single	107	ProcessedPseudogene	2402	583313
FLASH-seq	single	107	ProteinCoding	571289	583313
FLASH-seq	single	107	TEC	2107	583313
FLASH-seq	single	107	TranscribedProcessedPseudogene	1321	583313
FLASH-seq	single	107	TranscribedUnitaryPseudogene	92	583313
FLASH-seq	single	107	TranscribedUnprocessedPseudogene	324	583313
FLASH-seq	single	107	TranslatedUnprocessedPseudogene	1	583313
FLASH-seq	single	107	UnitaryPseudogene	32	583313
FLASH-seq	single	107	UnprocessedPseudogene	46	583313
FLASH-seq	single	107	lncRNA	83331	583313
FLASH-seq	single	107	miRNA	1870	583313
FLASH-seq	single	107	rRNA	1	583313
FLASH-seq	single	107	ribozyme	3	583313
FLASH-seq	single	107	scaRNA	16	583313
FLASH-seq	single	107	snRNA	11	583313
FLASH-seq	single	107	snoRNA	276	583313
FLASH-seq	single	107	tRNA	36	583313
FLASH-seq	single	108	MiscRna	57	593291
FLASH-seq	single	108	MtRrna	7	593291
FLASH-seq	single	108	MtTrna	150	593291
FLASH-seq	single	108	ProcessedPseudogene	2460	593291
FLASH-seq	single	108	ProteinCoding	580697	593291
FLASH-seq	single	108	TEC	2392	593291
FLASH-seq	single	108	TranscribedProcessedPseudogene	1280	593291
FLASH-seq	single	108	TranscribedUnitaryPseudogene	80	593291
FLASH-seq	single	108	TranscribedUnprocessedPseudogene	380	593291
FLASH-seq	single	108	UnitaryPseudogene	37	593291
FLASH-seq	single	108	UnprocessedPseudogene	75	593291
FLASH-seq	single	108	lncRNA	82743	593291
FLASH-seq	single	108	miRNA	2229	593291
FLASH-seq	single	108	ribozyme	19	593291
FLASH-seq	single	108	scaRNA	10	593291
FLASH-seq	single	108	snRNA	24	593291
FLASH-seq	single	108	snoRNA	267	593291
FLASH-seq	single	108	tRNA	37	593291
FLASH-seq	single	109	MiscRna	51	598495
FLASH-seq	single	109	MtRrna	3	598495
FLASH-seq	single	109	MtTrna	128	598495
FLASH-seq	single	109	ProcessedPseudogene	2335	598495
FLASH-seq	single	109	ProteinCoding	586072	598495
FLASH-seq	single	109	TEC	2347	598495
FLASH-seq	single	109	TranscribedProcessedPseudogene	1474	598495
FLASH-seq	single	109	TranscribedUnitaryPseudogene	51	598495
FLASH-seq	single	109	TranscribedUnprocessedPseudogene	360	598495
FLASH-seq	single	109	UnitaryPseudogene	19	598495
FLASH-seq	single	109	UnprocessedPseudogene	47	598495
FLASH-seq	single	109	lncRNA	84200	598495
FLASH-seq	single	109	miRNA	2104	598495
FLASH-seq	single	109	rRNA	1	598495
FLASH-seq	single	109	ribozyme	19	598495
FLASH-seq	single	109	scaRNA	11	598495
FLASH-seq	single	109	snRNA	34	598495
FLASH-seq	single	109	snoRNA	204	598495
FLASH-seq	single	109	tRNA	32	598495
FLASH-seq	single	110	IgVGene	1	602063
FLASH-seq	single	110	MiscRna	74	602063
FLASH-seq	single	110	MtRrna	14	602063
FLASH-seq	single	110	MtTrna	115	602063
FLASH-seq	single	110	ProcessedPseudogene	2313	602063
FLASH-seq	single	110	ProteinCoding	590499	602063
FLASH-seq	single	110	TEC	2923	602063
FLASH-seq	single	110	TranscribedProcessedPseudogene	1191	602063
FLASH-seq	single	110	TranscribedUnitaryPseudogene	63	602063
FLASH-seq	single	110	TranscribedUnprocessedPseudogene	347	602063
FLASH-seq	single	110	UnitaryPseudogene	28	602063
FLASH-seq	single	110	UnprocessedPseudogene	52	602063
FLASH-seq	single	110	lncRNA	82400	602063
FLASH-seq	single	110	miRNA	3152	602063
FLASH-seq	single	110	ribozyme	19	602063
FLASH-seq	single	110	scaRNA	1	602063
FLASH-seq	single	110	snRNA	16	602063
FLASH-seq	single	110	snoRNA	270	602063
FLASH-seq	single	110	tRNA	24	602063
FLASH-seq	single	111	IgVGene	2	619003
FLASH-seq	single	111	MiscRna	65	619003
FLASH-seq	single	111	MtRrna	8	619003
FLASH-seq	single	111	MtTrna	118	619003
FLASH-seq	single	111	ProcessedPseudogene	2360	619003
FLASH-seq	single	111	ProteinCoding	606816	619003
FLASH-seq	single	111	TEC	2419	619003
FLASH-seq	single	111	TranscribedProcessedPseudogene	1370	619003
FLASH-seq	single	111	TranscribedUnitaryPseudogene	83	619003
FLASH-seq	single	111	TranscribedUnprocessedPseudogene	405	619003
FLASH-seq	single	111	UnitaryPseudogene	37	619003
FLASH-seq	single	111	UnprocessedPseudogene	43	619003
FLASH-seq	single	111	lncRNA	87201	619003
FLASH-seq	single	111	miRNA	2603	619003
FLASH-seq	single	111	rRNA	1	619003
FLASH-seq	single	111	ribozyme	15	619003
FLASH-seq	single	111	scaRNA	3	619003
FLASH-seq	single	111	snRNA	27	619003
FLASH-seq	single	111	snoRNA	233	619003
FLASH-seq	single	111	tRNA	27	619003
FLASH-seq	single	112	IgCGene	3	622071
FLASH-seq	single	112	MiscRna	42	622071
FLASH-seq	single	112	MtRrna	5	622071
FLASH-seq	single	112	MtTrna	131	622071
FLASH-seq	single	112	ProcessedPseudogene	2520	622071
FLASH-seq	single	112	ProteinCoding	609154	622071
FLASH-seq	single	112	TEC	2440	622071
FLASH-seq	single	112	TranscribedProcessedPseudogene	1274	622071
FLASH-seq	single	112	TranscribedUnitaryPseudogene	73	622071
FLASH-seq	single	112	TranscribedUnprocessedPseudogene	418	622071
FLASH-seq	single	112	UnitaryPseudogene	41	622071
FLASH-seq	single	112	UnprocessedPseudogene	44	622071
FLASH-seq	single	112	lncRNA	88541	622071
FLASH-seq	single	112	miRNA	1753	622071
FLASH-seq	single	112	rRNA	5	622071
FLASH-seq	single	112	ribozyme	25	622071
FLASH-seq	single	112	scaRNA	6	622071
FLASH-seq	single	112	snRNA	18	622071
FLASH-seq	single	112	snoRNA	203	622071
FLASH-seq	single	112	tRNA	35	622071
FLASH-seq	single	113	MiscRna	60	620223
FLASH-seq	single	113	MtRrna	11	620223
FLASH-seq	single	113	MtTrna	127	620223
FLASH-seq	single	113	ProcessedPseudogene	2365	620223
FLASH-seq	single	113	ProteinCoding	607256	620223
FLASH-seq	single	113	TEC	2758	620223
FLASH-seq	single	113	TrVGene	4	620223
FLASH-seq	single	113	TranscribedProcessedPseudogene	1279	620223
FLASH-seq	single	113	TranscribedUnitaryPseudogene	78	620223
FLASH-seq	single	113	TranscribedUnprocessedPseudogene	373	620223
FLASH-seq	single	113	UnitaryPseudogene	55	620223
FLASH-seq	single	113	UnprocessedPseudogene	58	620223
FLASH-seq	single	113	lncRNA	88492	620223
FLASH-seq	single	113	miRNA	2410	620223
FLASH-seq	single	113	rRNA	4	620223
FLASH-seq	single	113	ribozyme	6	620223
FLASH-seq	single	113	scaRNA	1	620223
FLASH-seq	single	113	snRNA	34	620223
FLASH-seq	single	113	snoRNA	258	620223
FLASH-seq	single	113	tRNA	22	620223
FLASH-seq	single	114	MiscRna	45	608265
FLASH-seq	single	114	MtRrna	8	608265
FLASH-seq	single	114	MtTrna	137	608265
FLASH-seq	single	114	ProcessedPseudogene	2494	608265
FLASH-seq	single	114	ProteinCoding	595615	608265
FLASH-seq	single	114	TEC	2354	608265
FLASH-seq	single	114	TranscribedProcessedPseudogene	1426	608265
FLASH-seq	single	114	TranscribedUnitaryPseudogene	82	608265
FLASH-seq	single	114	TranscribedUnprocessedPseudogene	384	608265
FLASH-seq	single	114	UnitaryPseudogene	33	608265
FLASH-seq	single	114	UnprocessedPseudogene	45	608265
FLASH-seq	single	114	lncRNA	86326	608265
FLASH-seq	single	114	miRNA	2087	608265
FLASH-seq	single	114	rRNA	1	608265
FLASH-seq	single	114	ribozyme	3	608265
FLASH-seq	single	114	scaRNA	5	608265
FLASH-seq	single	114	snRNA	23	608265
FLASH-seq	single	114	snoRNA	240	608265
FLASH-seq	single	114	tRNA	28	608265
FLASH-seq	single	115	MiscRna	50	597873
FLASH-seq	single	115	MtRrna	21	597873
FLASH-seq	single	115	MtTrna	99	597873
FLASH-seq	single	115	ProcessedPseudogene	2585	597873
FLASH-seq	single	115	ProteinCoding	585314	597873
FLASH-seq	single	115	TEC	4093	597873
FLASH-seq	single	115	TranscribedProcessedPseudogene	1290	597873
FLASH-seq	single	115	TranscribedUnitaryPseudogene	76	597873
FLASH-seq	single	115	TranscribedUnprocessedPseudogene	346	597873
FLASH-seq	single	115	UnitaryPseudogene	47	597873
FLASH-seq	single	115	UnprocessedPseudogene	53	597873
FLASH-seq	single	115	lncRNA	85425	597873
FLASH-seq	single	115	miRNA	2026	597873
FLASH-seq	single	115	ribozyme	6	597873
FLASH-seq	single	115	scaRNA	12	597873
FLASH-seq	single	115	snRNA	12	597873
FLASH-seq	single	115	snoRNA	225	597873
FLASH-seq	single	115	tRNA	24	597873
FLASH-seq	single	116	IgVGene	1	597548
FLASH-seq	single	116	MiscRna	65	597548
FLASH-seq	single	116	MtRrna	2	597548
FLASH-seq	single	116	MtTrna	85	597548
FLASH-seq	single	116	ProcessedPseudogene	2582	597548
FLASH-seq	single	116	ProteinCoding	585113	597548
FLASH-seq	single	116	TEC	2728	597548
FLASH-seq	single	116	TranscribedProcessedPseudogene	1458	597548
FLASH-seq	single	116	TranscribedUnitaryPseudogene	81	597548
FLASH-seq	single	116	TranscribedUnprocessedPseudogene	333	597548
FLASH-seq	single	116	UnitaryPseudogene	18	597548
FLASH-seq	single	116	UnprocessedPseudogene	73	597548
FLASH-seq	single	116	lncRNA	84788	597548
FLASH-seq	single	116	miRNA	2271	597548
FLASH-seq	single	116	rRNA	2	597548
